idu,p,raison_1,raison_2,raison_3,contrib_1,contrib_2,contrib_3
97411000AS0126,0.07943,Parcelle de 366 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)","73 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2132,-0.1238,0.1134
97410000BX1958,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 334 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.2132,0.1036
97424000AH0772,0.07943,"56 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1134,0.1036,0.0875
97412000AX0275,0.07943,Parcelle de 327 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2132,0.1036,0.0926
97416000DZ0243,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 25198 m² (cadastre),1.8696,-0.5621,0.461
97415000CH0908,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 22871 m² (cadastre),1.8696,-0.5621,0.461
97411000HV0235,0.07943,Parcelle de 212 m² (cadastre),0% de ménages pauvres dans le carreau (Filosofi INSEE 2019),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1336,0.1094,0.1036
97411000CY0978,0.07943,Parcelle de 411 m² (cadastre),"43 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97411000HO0623,0.07943,Piscine détectée sur la parcelle (ortho 2026),Frein — Parcelle de 822 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.3786,-0.1218,0.1036
97411000BZ1777,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1271 m² (cadastre),0% de ménages pauvres dans le carreau (Filosofi INSEE 2019),1.3307,0.1888,0.1094
97419000AE0500,0.07943,Parcelle de 468 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 39 ventes dans la commune l'an dernier (DVF arrêté au 31/12/2025),0.2132,0.1036,-0.1
97416000IK0522,0.07943,Piscine détectée sur la parcelle (ortho 2026),Parcelle de 172 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.3786,0.1336,-0.1238
97415000HO0028,0.07943,Parcelle de 510 m² (cadastre),"48 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1289,0.1134,0.1036
97409000AS2071,0.07943,Piscine détectée sur la parcelle (ortho 2026),Frein — Parcelle de 830 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.3786,-0.1218,0.1036
97411000CM0180,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1389 m² (cadastre),7% de ménages pauvres dans le carreau (Filosofi INSEE 2019),1.3307,0.1888,0.1094
97413000BM0721,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 31892 m² (cadastre),1.8696,-0.5621,0.461
97412000CL0254,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 13643 m² (cadastre),1.8334,-0.5621,0.461
97408000AN1286,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1461 m² (cadastre),8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),1.4907,0.1888,0.1161
97412000BL1176,0.07943,Parcelle de 72 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),4 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.1336,0.1036,0.0565
97411000HW0234,0.07943,"56 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1134,0.1036,0.0875
97412000CX0341,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1076 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),1.2146,0.1302,0.1161
97404000BA0202,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1204 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),1.3746,0.1302,0.1036
97423000AB1742,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 1407 m² (cadastre),1.0545,0.496,0.186
97413000DG0157,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1121,0.1036
97422000BK0039,0.07943,Parcelle de 275 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),5 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2132,0.1036,0.068
97404000AS0348,0.07943,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 285 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2864,0.2132,0.1036
97412000AW0326,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Frein — Parcelle de 869 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,-0.1218,0.1121
97414000CO1449,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 1414 m² (cadastre),1.3307,0.2623,0.1888
97412000CK0542,0.07943,Parcelle de 459 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),0.2132,0.1036,0.0981
97414000EO1458,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.496,0.0926,0.0875
97407000AH0574,0.07943,6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 154 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1336,0.1036
97408000AC3686,0.07943,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 134 m² (cadastre),-0.2221,0.195,0.1336
97403000AR0421,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 414 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.496,0.2132,-0.0794
97411000EP0134,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.9068,0.3786,0.2532
97416000IA1831,0.07943,Parcelle de 233 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),5 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.1336,0.1036,0.068
97412000CY0390,0.07943,Parcelle de 182 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),0.1336,0.1036,0.0981
97412000AV0729,0.07943,Parcelle de 603 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1289,0.1121,0.1036
97411000IZ0371,0.07943,Frein — Parcelle de 6020 m² (cadastre),Piscine détectée sur la parcelle (ortho 2026),6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.4529,0.3786,0.2623
97402000AK2129,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 607 m² (cadastre),Frein — 46 ventes dans la commune l'an dernier (DVF arrêté au 31/12/2025),0.496,0.1289,-0.1
97422000BV3186,0.07943,Parcelle de 160 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"43 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.1336,0.1161,0.1134
97416000HI1114,0.07943,Parcelle de 291 m² (cadastre),"74 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97410000AW1088,0.07943,Parcelle de 472 m² (cadastre),"Frein — Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,-0.1102,0.1036
97401000AO0891,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 3259 m² (cadastre),1.0852,0.496,0.1888
97411000DY0194,0.07943,Détenue depuis 2 à 3 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.4431,0.3786,0.2623
97424000AM0914,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Piscine détectée sur la parcelle (ortho 2026),7 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.496,0.3786,0.2623
97401000AD1307,0.07943,Parcelle de 442 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1121,0.1036
97414000CW0426,0.07943,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 502 m² (cadastre),"32 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.195,0.1289,0.1134
97412000CE1567,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 14232 m² (cadastre),1.7203,-0.5621,0.461
97416000CW1554,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),1.3855,-0.6133,0.2623
97416000EZ0352,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1252 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),1.3307,0.1888,0.1036
97418000AT2374,0.07943,Frein — Détenue depuis 2 à 3 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),14 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),-0.4161,0.3786,0.2623
97411000BZ1688,0.07943,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",6 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.1036,-0.0794,0.0781
97412000CD0248,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — nan% de ménages pauvres dans le carreau (Filosofi INSEE 2019),1.1558,0.496,-0.136
97403000AR0515,0.07943,6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 576 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1289,0.1036
97405000AW1680,0.07943,Parcelle de 280 m² (cadastre),"43 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97422000EC0435,0.07943,Parcelle de 425 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.2132,0.1036,0.0653
97415000DK1107,0.07943,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Piscine détectée sur la parcelle (ortho 2026),7 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.496,0.3786,0.2623
97422000CI0598,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 2096 m² (cadastre),Candidat photovoltaïque (ortho 2026),1.4907,0.1888,0.1253
97411000HX0248,0.07943,Parcelle de 49 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1336,0.1036,0.0926
97412000BY1850,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1161,0.1036
97414000EM0486,0.07943,6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 187 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1336,0.1036
97411000CH0799,0.07943,Parcelle de 255 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),0.2132,0.1036,0.0981
97422000BX0394,0.07943,Parcelle de 543 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1289,0.1036,0.0926
97414000DM0322,0.07943,Parcelle de 295 m² (cadastre),"33 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1134,0.1036
97420000BE0674,0.07943,Parcelle de 556 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),6 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.1289,0.1036,0.0781
97411000CD1188,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1810 m² (cadastre),3% de ménages pauvres dans le carreau (Filosofi INSEE 2019),1.3704,0.1888,0.1094
97416000HY1705,0.07943,Parcelle de 422 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2132,0.1036,0.0875
97415000AZ0627,0.07943,Parcelle de 306 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"118 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2132,0.1036,0.0643
97422000AY0477,0.07943,Piscine détectée sur la parcelle (ortho 2026),Frein — Parcelle de 853 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.3786,-0.1218,0.1036
97418000AR1853,0.07943,Parcelle de 576 m² (cadastre),"30 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1289,0.1134,0.1036
97413000DG1116,0.07943,Parcelle de 423 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1121,0.1036
97412000CT0375,0.07943,Parcelle de 591 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1289,0.1036,0.0926
97414000DM0160,0.07943,Parcelle de 573 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1289,0.1161,0.1036
97422000AP0245,0.07943,Parcelle de 365 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1161,0.1036
97422000CH0562,0.07943,Parcelle de 412 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",0.2132,0.1036,0.0808
97405000AZ0191,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),11 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 2548 m² (cadastre),1.2539,0.2532,0.1817
97406000AV1199,0.07943,Parcelle de 366 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1121,0.1036
97415000AT0725,0.07943,Parcelle de 572 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1289,0.1036,0.0875
97411000AE0536,0.07943,Détenue depuis 3 à 5 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Piscine détectée sur la parcelle (ortho 2026),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.5105,0.3786,0.2623
97414000DN0218,0.07943,Parcelle de 254 m² (cadastre),8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2132,0.1161,0.1036
97422000BT1347,0.07943,Parcelle de 222 m² (cadastre),Candidat photovoltaïque (ortho 2026),5% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.1336,0.1253,0.1094
97423000AH1139,0.07943,Parcelle de 289 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 53 ventes dans la commune l'an dernier (DVF arrêté au 31/12/2025),0.2132,0.1036,-0.1
97422000CX0551,0.07943,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 504 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2623,0.1289,0.1036
97409000AY1331,0.07943,Parcelle de 281 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2132,0.1036,0.0926
97414000HL0590,0.07943,Piscine détectée sur la parcelle (ortho 2026),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.3786,0.1036,0.0411
97417000AI0003,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 33124 m² (cadastre),Secteur densément bâti (BD TOPO 2026),1.6241,0.461,0.2553
97415000EO1079,0.07943,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),16 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.6133,0.2532,0.195
97411000IW0290,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 1992 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),1.4907,0.1888,0.1036
97422000EC0500,0.07943,Parcelle de 286 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.2132,0.1036,0.0653
97414000EN1842,0.07943,5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Candidat photovoltaïque (ortho 2026),0.2623,0.195,0.1253
97415000EO1080,0.07943,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),17 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 282 m² (cadastre),-0.6133,0.2532,0.2132
97408000BI0311,0.07943,Parcelle de 405 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),6 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2132,0.1036,0.0781
97414000CV0411,0.07943,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 37375 m² (cadastre),1.6983,-0.5621,0.461
